,day,date,nb_authors,place,room,ref,section,session,pres,invited,lentitle,year
13976,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,Cryosphere,"Dust, Black Carbon, and Other Aerosols in the Cryosphere",Poster,0.0,16.0,2015
13977,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology","Quantifying Storage, Transport, and Volumes of Magmas in the Earth's Crust",Poster,0.0,15.0,2015
13978,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Tectonophysics,Shaping the Himalayan Arc,Poster,0.0,8.0,2015
13980,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,Seismology,Seismology Contributions,Poster,0.0,13.0,2015
13981,Monday,14 December 2015,1.0,Moscone South,303,0.0,Education,Climate Literacy in Multidisciplinary Higher Education,Oral,0.0,11.0,2015
13982,Tuesday,15 December 2015,5.0,Moscone West,2003,0.0,Earth and Planetary Surface Processes,"Mountain Building, Denudation, and the Global Evolution of Biogeochemical Cycles",Oral,0.0,7.0,2015
13983,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Magnetosphere-Ionosphere Coupling Processes,Poster,0.0,12.0,2015
13985,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Climate Science is a Cross-Disciplinary Challenge,Poster,0.0,11.0,2015
13986,Wednesday,16 December 2015,7.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,"Toward a Better Understanding of the Impact of Acidification, Warming, and Anoxia on Marine Carbonate Systems",Poster,0.0,11.0,2015
13988,Friday,18 December 2015,16.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Vesta and Ceres as Seen by Dawn and Earth-Based Instruments,Poster,0.0,15.0,2015
13989,Wednesday,16 December 2015,6.0,Moscone South,Poster Hall,0.0,Cryosphere,Quantifying Spatial and Temporal Variability of Snow and Snow Processes,Poster,0.0,12.0,2015
13990,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Using Current Chemistry and Mineralogy Data to Guide Future Discoveries from Mars 2020,Poster,0.0,8.0,2015
13991,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Ocean Sciences,Fluid Migration and Gas Hydrate Systems in Continental Margins,Poster,0.0,14.0,2015
13992,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Education,Research-Based Advances in Undergraduate Hydrology Education,Poster,0.0,14.0,2015
13993,Thursday,17 December 2015,1.0,Moscone South,308,0.0,"Volcanology, Geochemistry and Petrology",What Can Pyroclasts Tell Us? Multiparametric Approaches to Decipher the Record of Volcanic Eruptions,Oral,1.0,7.0,2015
13994,Wednesday,16 December 2015,5.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,Dynamical Response of the Thermosphere and Ionosphere to Geomagnetic Disturbances,Poster,0.0,15.0,2015
13995,Wednesday,16 December 2015,5.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Arctic Climate Change,Poster,0.0,10.0,2015
13997,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Education,Education General Contributions,Poster,0.0,6.0,2015
13998,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Biogeosciences,Uncultured Microorganisms and Their Geochemical Roles in Deep-Sea Environments,Poster,0.0,9.0,2015
13999,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Global Eyes on the New Arctic,Poster,0.0,8.0,2015
14000,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Biogeosciences,Forest Canopy Structure,Poster,0.0,17.0,2015
14001,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Biofuel-Induced Land Use/Land Cover Change and Associated Biogeochemical and Biophysical Impacts,Poster,0.0,17.0,2015
14003,Thursday,17 December 2015,8.0,Moscone South,Poster Hall,0.0,Biogeosciences,Novel Approaches for Moving Beyond Plant Functional Types and Considering Future Vegetation Distributions,Poster,0.0,7.0,2015
14005,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Tectonophysics,"New Insights into the Active Deformation, Tectonic Evolution, and Hazard Mitigation of the Caribbean Plate and South America",Poster,0.0,33.0,2015
14007,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,"New Perspectives on CO2 Flow, Transport, and Long-Term Storage in Subsurface Reservoirs",Poster,0.0,16.0,2015
14008,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,Hydrogeophysical Characterization of the Critical Zone,Poster,0.0,9.0,2015
14010,Tuesday,15 December 2015,6.0,Moscone South,301,0.0,Mineral and Rock Physics,Matter in Planetary Interiors,Oral,1.0,11.0,2015
14012,Friday,18 December 2015,3.0,Moscone West,3005,0.0,Cryosphere,Modeling of the Cryosphere,Poster,0.0,12.0,2015
14013,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Natural Hazards,"Advances in Tsunami Observation, Modeling, and Forecasting",Poster,0.0,15.0,2015
14014,Friday,18 December 2015,9.0,Moscone South,Poster Hall,0.0,Biogeosciences,Plant Traits and Biogeochemical Cycles,Poster,0.0,15.0,2015
14015,Wednesday,16 December 2015,1.0,Moscone West,2004,0.0,Biogeosciences,Urban Areas and Global Change,Oral,0.0,8.0,2015
14016,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Jove You Inside Out,Poster,0.0,8.0,2015
14017,Monday,14 December 2015,12.0,Moscone South,Poster Hall,0.0,Hydrology,Sustainable Use and Protection of Water Resources in Times of Population Growth and Climate Change,Poster,0.0,12.0,2015
14018,Thursday,17 December 2015,2.0,Moscone West,2012,0.0,Paleoceanography and Paleoclimatology,An Integrated View of Earth System Dynamics and Interhemispheric Linkages from Decadal to Tectonic Scales,Oral,1.0,12.0,2015
14019,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,Hydrology,"Advances in Watershed Modeling of Hydrology, Sediment, and Nutrients",Poster,0.0,20.0,2015
14020,Monday,14 December 2015,8.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Carbon Monitoring Systems Research and Applications,Poster,0.0,7.0,2015
14021,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Biogeosciences,Remote Sensing of Northern High-Latitude Ecosystem and Landscape Change,Poster,0.0,18.0,2015
14022,Monday,14 December 2015,8.0,Moscone South,Poster Hall,0.0,Biogeosciences,"Constraining Ecosystem Carbon Uptake and Long-Term Storage with Integrated Modeling, Experiment, and Observation",Poster,0.0,20.0,2015
14023,Monday,14 December 2015,10.0,Moscone South,Poster Hall,0.0,Education,Current Thinking on the Value and Best Practices of Mentoring,Poster,0.0,9.0,2015
14024,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Global Change Impacts in West Africa,Poster,0.0,22.0,2015
14026,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Biogeosciences,Urban Areas and Global Change,Poster,0.0,6.0,2015
14027,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Mineral Dust Aerosols,Poster,0.0,10.0,2015
14028,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Geochemistry and Microbiology of Oxic and Suboxic Deep-Sea Pelagic Sediments,Poster,0.0,9.0,2015
14029,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Climate Refugia in a Changing World,Poster,0.0,21.0,2015
14030,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Planetary Sciences,"Evolutions, Interactions, and Origins of Outer Planet Satellites",Poster,0.0,17.0,2015
14031,Wednesday,16 December 2015,10.0,Moscone South,Poster Hall,0.0,Tectonophysics,Cumulative Deformation in the Overlying Plate due to Subduction and Related Feedbacks,Poster,0.0,24.0,2015
14032,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Arctic Tropospheric Composition,Poster,0.0,6.0,2015
14033,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Frontiers of the Radiation Parameterizations in the Climate and Weather Models,Poster,0.0,12.0,2015
14035,Wednesday,16 December 2015,2.0,Moscone West,3014,0.0,Global Environmental Change,Instrument Characterization and Calibration for Climate and Environmental Measurements,Poster,0.0,18.0,2015
14037,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,"Advances in Remote Sensing of Fires, Aerosols, and Air Quality Trace Gases",Poster,0.0,4.0,2015
14038,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Fifty Years of Space Weather Forecasting,Poster,0.0,8.0,2015
14039,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,Biogeosciences,Characterizing Vegetation Structure with Remote Sensing,Poster,0.0,13.0,2015
14040,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Education,Bright STaRS,Poster,0.0,15.0,2015
14041,Thursday,17 December 2015,12.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Near Real Time Data for Earth Science and Space Weather Applications,Poster,0.0,16.0,2015
14042,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Magnetospheres in the Outer Solar System,Poster,0.0,13.0,2015
14043,Tuesday,15 December 2015,12.0,Moscone South,Poster Hall,0.0,Biogeosciences,Macrosystems Ecology,Poster,0.0,10.0,2015
14045,Monday,14 December 2015,7.0,Moscone South,Poster Hall,0.0,Biogeosciences,Terrestrial Biome Fluxes and Biogeochemical Impacts of Forest Disturbances,Poster,0.0,16.0,2015
14046,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Natural Hazards,Natural Hazards and Climate Change,Poster,0.0,9.0,2015
14047,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Ocean Sciences,Profiling Float and New Technologies for Observation of Ocean Physics and Biogeochemistry,Poster,0.0,21.0,2015
14048,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Mineral and Rock Physics,"Pore Fluids, Faulting, and (A)seismicity",Poster,0.0,13.0,2015
14049,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,Hydrochronology,Poster,0.0,13.0,2015
14050,Monday,14 December 2015,3.0,Moscone West,3020,0.0,Hydrology,Understanding the Extent and Impacts of Land Use/Land Cover Change on Hydrology,Oral,0.0,8.0,2015
14051,Wednesday,16 December 2015,9.0,Moscone West,3007,0.0,Cryosphere,Climate-Carbon-Cryosphere Interactions in the East Siberian Arctic Ocean,Oral,0.0,13.0,2015
14052,Friday,18 December 2015,5.0,Moscone South,310,0.0,"Volcanology, Geochemistry and Petrology",Secondary Mineralization in Bedrock,Oral,0.0,14.0,2015
14053,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Biogeosciences,Vulnerability of Permafrost Carbon to Climate Change,Poster,0.0,14.0,2015
14054,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Education,Sharing Best Practices and Effective Models for Program Evaluation and Demonstrating the Impact of Your Education and Public Outreach Programs,Poster,0.0,6.0,2015
14055,Monday,14 December 2015,4.0,Moscone West,3009,0.0,Ocean Sciences,Profiling Float and New Technologies for Observation of Ocean Physics and Biogeochemistry,Oral,0.0,22.0,2015
14057,Tuesday,15 December 2015,2.0,Moscone West,3001,0.0,Atmospheric and Space Electricity,Thunderstorm Effects in the Near-Earth Space Environment,Oral,0.0,11.0,2015
14058,Thursday,17 December 2015,6.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Sea Levels and Ice Sheets during Past Warm Periods,Poster,0.0,14.0,2015
14059,Thursday,17 December 2015,7.0,Moscone South,302,0.0,Tectonophysics,Active Tectonics and the Earthquake Cycle,Oral,0.0,10.0,2015
14060,Thursday,17 December 2015,5.0,Moscone West,3014,0.0,Atmospheric Sciences,Marine Boundary Layer Clouds and Aerosols,Oral,1.0,16.0,2015
14061,Thursday,17 December 2015,4.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,"Characteristics, Consequences, and Predictabilities of Large Solar Storms",Oral,0.0,10.0,2015
14063,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Marine Aerosols and Trace Gases,Poster,0.0,10.0,2015
14064,Wednesday,16 December 2015,7.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Arctic Climate Change,Poster,0.0,11.0,2015
14065,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,Vertical Coupling of the Lower Atmosphere to the Thermosphere-Ionosphere System,Poster,0.0,18.0,2015
14066,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Radar Investigations of Planetary Surfaces and Subsurfaces,Poster,0.0,8.0,2015
14067,Tuesday,15 December 2015,17.0,Moscone South,306,0.0,Tectonophysics,How Earth Works 100 Years after Wegener's Continental Drift Theory,Poster,0.0,9.0,2015
14068,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Instrument Characterization and Calibration for Climate and Environmental Measurements,Poster,0.0,11.0,2015
14069,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Aerosol Property Affected by Biomass Burning,Poster,0.0,20.0,2015
14070,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,Advances and Breakthroughs in Hydrogeology,Poster,0.0,19.0,2015
14071,Monday,14 December 2015,5.0,Moscone West,3001,0.0,Atmospheric Sciences,Quantifying Aviation Impacts on Air Quality and Climate,Oral,0.0,15.0,2015
14072,Wednesday,16 December 2015,8.0,Moscone South,Poster Hall,0.0,Tectonophysics,State of the Art in Computational Geoscience,Poster,0.0,5.0,2015
14073,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Planetary Atmospheres and Their Evolution,Poster,0.0,19.0,2015
14074,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Measurements and Modeling of Stable Isotopes to Advance Understanding of Non-CO2 Greenhouse Gas Cycling and Budgets,Poster,0.0,20.0,2015
14076,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Clumped Isotope Geochemistry,Poster,0.0,17.0,2015
14077,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology","Geology, Geophysics, Geochemistry, and Biology of Serpentinization Processes on Earth and Other Planets",Poster,0.0,8.0,2015
14078,Thursday,17 December 2015,14.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Near Real Time Data for Earth Science and Space Weather Applications,Poster,0.0,7.0,2015
14079,Thursday,17 December 2015,4.0,Moscone West,3005,0.0,Cryosphere,Quantifying Spatial and Temporal Variability of Snow and Snow Processes,Oral,1.0,12.0,2015
14080,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Seismology,Theoretical and Practical Advancements on Seismic Interferometry and Ambient Noise,Poster,0.0,12.0,2015
14081,Monday,14 December 2015,12.0,Moscone South,Poster Hall,0.0,Tectonophysics,Formation and Evolution of the North American Continental Lithosphere,Poster,0.0,18.0,2015
14082,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Global Change Impacts in West Africa,Poster,0.0,16.0,2015
14083,Tuesday,15 December 2015,5.0,Moscone West,2005,0.0,Earth and Planetary Surface Processes,"Sources, Transport Processes, and Deposition/Storage of Fine-Grained and Cohesive Sediment",Oral,0.0,12.0,2015
14084,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Cryosphere,Deep and Dark,Poster,0.0,14.0,2015
14087,Thursday,17 December 2015,27.0,Moscone West,3010,0.0,Atmospheric Sciences,"Precipitation, Weather, and Climate",Poster,0.0,11.0,2015
14088,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Cryosphere,Monitoring Changes in Sea Ice Using Airborne and Satellite Remote Sensing,Poster,0.0,11.0,2015
14089,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Regional Climate Modeling,Poster,0.0,11.0,2015
14090,Thursday,17 December 2015,5.0,Moscone West,2016,0.0,SPA-Aeronomy,Exploring Geospace,Poster,0.0,5.0,2015
14092,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Identifying Links between the Large-Scale Atmospheric Circulation and Climate Extremes,Poster,0.0,8.0,2015
14093,Tuesday,15 December 2015,7.0,Moscone South,Poster Hall,0.0,Mineral and Rock Physics,Physics and Chemistry of Earth's Deep Mantle and Core,Poster,0.0,7.0,2015
14094,Wednesday,16 December 2015,5.0,Moscone South,305,0.0,Seismology,Advances in Understanding Slow Slip and Transitional Regions,Oral,0.0,10.0,2015
14095,Thursday,17 December 2015,9.0,Moscone South,Poster Hall,0.0,Biogeosciences,Characterizing Vegetation Structure with Remote Sensing,Poster,0.0,18.0,2015
14096,Tuesday,15 December 2015,17.0,Moscone South,Poster Hall,176.0,Atmospheric Sciences,Atmospheric Oxidation Capacity Constraints,Poster,0.0,14.0,2015
14097,Friday,18 December 2015,2.0,Moscone West,3008,0.0,Atmospheric Sciences,"Clouds, Precipitation, and Climate Change",Oral,0.0,16.0,2015
14098,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,"Global Precipitation Measurement, Validation, and Applications",Poster,0.0,9.0,2015
14099,Thursday,17 December 2015,7.0,Moscone South,Poster Hall,0.0,Tectonophysics,"Active Tectonics, Earthquake Geology, and Surface Processes in South and East Asia",Poster,0.0,12.0,2015
14100,Wednesday,16 December 2015,1.0,Moscone West,3006,0.0,Atmospheric Sciences,"Extratropical and High-Latitude Storms, Teleconnections, Extreme Weather, and the Changing Polar Climate",Poster,0.0,15.0,2015
14102,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,Surface Hydrology,Poster,0.0,14.0,2015
14104,Wednesday,16 December 2015,10.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Constraining Biosphere-Atmosphere Exchange Processes using Remote-Sensing and In Situ Networks,Poster,0.0,21.0,2015
14105,Friday,18 December 2015,5.0,Moscone West,2006,0.0,Biogeosciences,Response of Terrestrial Ecosystems Biogeochemistry to Dynamic Hydrological and Climatic Drivers,Oral,0.0,12.0,2015
14107,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Effects of Aerosol on the Variability of Cloud Properties and Precipitation,Poster,0.0,11.0,2015
14108,Monday,14 December 2015,3.0,Moscone West,3003,0.0,Global Environmental Change,Climate-Vegetation Interaction and Land Cover/Land Use Change in Semi-Arid Grassland Ecosystems,Oral,0.0,7.0,2015
14109,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,Landscape Evolution from a Critical Zone Science Perspective,Poster,0.0,8.0,2015
14111,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,Biogeosciences,New Paradigms in Terrestrial Sensing Using Small Unmanned Aerial Systems,Poster,1.0,14.0,2015
14112,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Atmospheric Ice Formation Processes and Impacts,Poster,0.0,16.0,2015
14113,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Seismology,Advances in Understanding Slow Slip and Transitional Regions,Poster,0.0,10.0,2015
14114,Monday,14 December 2015,15.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Measurements and Modeling of Stable Isotopes to Advance Understanding of Non-CO2 Greenhouse Gas Cycling and Budgets,Poster,1.0,15.0,2015
14115,Monday,14 December 2015,19.0,Moscone West,3004,0.0,Atmospheric Sciences,VOC Chemistry and OH Reactivity,Oral,0.0,11.0,2015
14116,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Tectonophysics,Subduction across Scales VI,Poster,0.0,19.0,2015
14117,Friday,18 December 2015,5.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,"Characteristics, Consequences, and Predictabilities of Large Solar Storms",Poster,0.0,13.0,2015
14118,Thursday,17 December 2015,7.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Enabling Access to Solar and Planetary Resources through the Virtual Observatory,Poster,0.0,9.0,2015
14119,Friday,18 December 2015,5.0,Moscone West,2005,0.0,Earth and Planetary Surface Processes,Erosion and Sediment Transport in Steep Landscapes,Oral,0.0,14.0,2015
14120,Monday,14 December 2015,5.0,Moscone West,3004,0.0,Atmospheric Sciences,Atmospheric Oxidation Capacity Constraints,Poster,0.0,5.0,2015
14121,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Ocean Sciences,Profiling Float and New Technologies for Observation of Ocean Physics and Biogeochemistry,Poster,0.0,15.0,2015
14122,Tuesday,15 December 2015,7.0,Moscone South,Poster Hall,0.0,Biogeosciences,Bridging Microbial Ecology to Geochemistry,Poster,0.0,9.0,2015
14123,Friday,18 December 2015,6.0,Moscone South,Poster Hall,0.0,Biogeosciences,Climatic Controls on Vegetation Dynamics in Tropical Forests,Poster,0.0,22.0,2015
14124,Thursday,17 December 2015,12.0,Moscone South,Poster Hall,0.0,Biogeosciences,Advances in Earth Observations for Regional to Global Agricultural Monitoring,Poster,0.0,18.0,2015
14125,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Effects of Aerosol on the Variability of Cloud Properties and Precipitation,Poster,0.0,16.0,2015
14126,Tuesday,15 December 2015,3.0,Moscone West,2006,0.0,Biogeosciences,"Photosynthesis and Respiration at Leaf, Ecosystem, Regional, or Global Scales",Oral,0.0,16.0,2015
14127,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,Constraints on Heterogeneities in Earth's Mantle,Poster,0.0,18.0,2015
14128,Tuesday,15 December 2015,3.0,Moscone West,2004,0.0,Biogeosciences,Biosphere-Atmosphere Greenhouse Gas Fluxes in Terrestrial Ecosystems,Oral,0.0,6.0,2015
14129,Wednesday,16 December 2015,6.0,Moscone West,2018,0.0,Earth and Space Science Informatics,Enabling Access to Solar and Planetary Resources through the Virtual Observatory,Oral,1.0,10.0,2015
14130,Thursday,17 December 2015,8.0,Moscone South,Poster Hall,0.0,Hydrology,Integrated Observations/Modeling of Water Cycle Extremes and Attribution of Changes in the Components of the Hydrological Cycle to Human Influences,Poster,0.0,11.0,2015
14131,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Cloud Observations and Uncertainties,Poster,0.0,12.0,2015
14132,Tuesday,15 December 2015,8.0,Moscone South,Poster Hall,0.0,Seismology,Quantifying Uncertainty in Geophysical Methods,Poster,0.0,8.0,2015
14133,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Sustainable Deltas,Poster,0.0,8.0,2015
14134,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,Stream Temperature,Poster,0.0,23.0,2015
14135,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Geodesy,Scientific Exploration of the Earth with Multimodal Remote Sensing,Poster,0.0,12.0,2015
14136,Friday,18 December 2015,1.0,Moscone West,2008,0.0,Biogeosciences,Integrating In Situ and Remote Sensing Observations of the Terrestrial Biosphere to Provide Insights into Earth System Function,Oral,1.0,8.0,2015
14137,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Tectonophysics,"Characterizing Fault Zones in Space, Time, Temperature, and Texture",Poster,0.0,15.0,2015
14140,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Jove You Inside Out,Poster,0.0,1.0,2015
14141,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Mineral and Rock Physics,Physics and Chemistry of Earth's Deep Mantle and Core,Poster,0.0,15.0,2015
14142,Thursday,17 December 2015,6.0,Moscone South,306,0.0,Tectonophysics,Scientific Advances from Subduction Zone Observatories,Poster,0.0,13.0,2015
14144,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Sustainable Global Agricultural Production Monitoring Practices and Methods,Poster,0.0,15.0,2015
14145,Tuesday,15 December 2015,3.0,Moscone South,303,0.0,Study of Earth's Deep Interior,Slabs in Earth's Mantle,Oral,0.0,5.0,2015
14146,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Sustainable Global Agricultural Production Monitoring Practices and Methods,Poster,0.0,17.0,2015
14147,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Seismology,Advances in Understanding Slow Slip and Transitional Regions,Poster,0.0,16.0,2015
14148,Monday,14 December 2015,1.0,Moscone West,3005,0.0,Global Environmental Change,Improving the Simulation of Climate Impacts on Agriculture,Oral,1.0,27.0,2015
14149,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric and Space Electricity,Atmospheric and Space Electricity General Contributions,Poster,0.0,7.0,2015
14150,Wednesday,16 December 2015,5.0,Moscone South,Poster Hall,0.0,Seismology,Seismology Contributions,Poster,0.0,7.0,2015
14151,Monday,14 December 2015,8.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,"Agile Curation, Data Access and Infrastructure, and Data Layers",Poster,0.0,1.0,2015
14152,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Climate Sensitivity and Feedbacks,Poster,0.0,7.0,2015
14153,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Black- and Brown-Carbon Light-Absorbing Aerosols,Poster,0.0,12.0,2015
14154,Wednesday,16 December 2015,5.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Improved Understanding of the Surface Energy Balance and the Spatiotemporal Variation of Its Components,Poster,0.0,15.0,2015
14155,Tuesday,15 December 2015,6.0,Moscone South,310,0.0,Education,Building the Global Talent Pool in Earth and Space Science,Poster,0.0,7.0,2015
14157,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Cryosphere,Deep and Dark,Poster,0.0,7.0,2015
14160,Wednesday,16 December 2015,6.0,Moscone West,3012,0.0,Atmospheric Sciences,"Calibration and Validation of Satellite Microwave, Infrared, and Solar Reflective Observations",Oral,0.0,14.0,2015
14161,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,"Awareness, Access, and Management of Airborne Science Data",Poster,0.0,11.0,2015
14162,Thursday,17 December 2015,5.0,Moscone West,3001,0.0,Global Environmental Change,"Quantifying Uncertainty in Climate, Earth System, Integrated Assessment, and Impact Models and Observations",Oral,0.0,12.0,2015
14163,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,Ocean Sciences,Ocean Change in the Anthropocene,Poster,0.0,12.0,2015
14164,Tuesday,15 December 2015,10.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Air Quality Research,Poster,0.0,20.0,2015
14165,Friday,18 December 2015,6.0,Moscone West,3005,0.0,Global Environmental Change,"Field/Laboratory Analysis, Modeling, and Stakeholder Involvement to Assess Impacts of the Coastal Dynamics of Sea Level Rise in Low Gradient Coastal Landscapes",Poster,0.0,15.0,2015
14167,Tuesday,15 December 2015,6.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Earth System Change from Space,Poster,0.0,17.0,2015
14168,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Cryosphere,Modeling of the Cryosphere,Poster,0.0,14.0,2015
14169,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Magnetosphere-Ionosphere Coupling Processes,Poster,0.0,22.0,2015
