,day,date,nb_authors,place,room,ref,section,session,pres,invited,lentitle,year
10805,Thursday,18 December 2014,1.0,Moscone West,2008,0.0,Paleoceanography and Paleoclimatology,The East Asian Monsoon and Its Impact on Marginal Seas,Oral,0.0,1.0,2014
10806,Friday,19 December 2014,7.0,Moscone South,308,0.0,"Volcanology, Geochemistry and Petrology",Volcanic Plumes,Poster,0.0,1.0,2014
10807,Thursday,18 December 2014,1.0,Moscone South,306,0.0,Tectonophysics,Density Structure of the Lithosphere and Upper Mantle,Oral,0.0,1.0,2014
10808,Wednesday,17 December 2014,4.0,Moscone West,2005,0.0,Hydrology,Methods and Theories for Anomalous Transport at Multiple Scales,Oral,0.0,1.0,2014
10809,Thursday,18 December 2014,6.0,Moscone West,3012,0.0,Atmospheric Sciences,Warm Boundary Layer Clouds and Climate Change from the Cloud to the Global Scale,Oral,0.0,1.0,2014
10810,Friday,19 December 2014,2.0,Moscone South,306,0.0,Tectonophysics,Toward Constraining Subduction Zone Dynamics,Oral,0.0,0.0,2014
10811,Tuesday,16 December 2014,6.0,Moscone West,Poster Hall,0.0,Hydrology,The Role of Geoscience in Establishing a Scientific Basis for Long-Term Waste Management,Poster,0.0,1.0,2014
10812,Monday,15 December 2014,1.0,Marriott Marquis,3,0.0,Geomagnetism and Paleomagnetism,Environmental Magnetism and the Fundamentals of Sediment Magnetism,Oral,0.0,1.0,2014
10813,Monday,15 December 2014,2.0,Moscone West,2012,0.0,SPA-Magnetospheric Physics,Understanding Multiscale Processes with Multipoint Magnetospheric Observations and Simulations,Oral,0.0,1.0,2014
10815,Wednesday,17 December 2014,16.0,Moscone West,2009,0.0,Planetary Sciences,Rosetta 2014,Oral,0.0,1.0,2014
10816,Wednesday,17 December 2014,4.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Accretionary and Planetary Differentiation Processes As Recorded in Early Earth and Planetary Materials,Poster,0.0,1.0,2014
10817,Wednesday,17 December 2014,3.0,Moscone South,304,0.0,Tectonophysics,Ductile Deformation in the Lithosphere,Oral,0.0,1.0,2014
10818,Tuesday,16 December 2014,3.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,Magnetic Reconnection and Flux Redistribution,Oral,0.0,1.0,2014
10819,Friday,19 December 2014,6.0,Moscone West,3011,0.0,Hydrology,Evapotranspiration,Oral,0.0,1.0,2014
10820,Friday,19 December 2014,1.0,Moscone West,2024,0.0,Biogeosciences,Biochar Research,Oral,0.0,1.0,2014
10823,Friday,19 December 2014,11.0,Moscone South,306,0.0,Tectonophysics,Constructing Crust from the Backarc to the Forearc in the Izu-Bonin-Mariana (IBM) and Other Arc Systems,Oral,0.0,1.0,2014
10824,Thursday,18 December 2014,1.0,Moscone West,3007,0.0,Cryosphere,Glacier Monitoring from In Situ and Remotely Sensed Observations,Oral,0.0,1.0,2014
10826,Tuesday,16 December 2014,2.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Scalable and Adaptable Architecture for Earth Science Infrastructure,Poster,0.0,1.0,2014
10829,Friday,19 December 2014,1.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Physical Petrology,Poster,0.0,1.0,2014
10830,Tuesday,16 December 2014,1.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Dynamics and Predictability of Midlatitude Circulation,Poster,0.0,1.0,2014
10831,Monday,15 December 2014,5.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Lava Flows,Poster,0.0,1.0,2014
10832,Tuesday,16 December 2014,1.0,Moscone West,Poster Hall,0.0,Global Environmental Change,Global Environmental Change General Contributions,Poster,0.0,1.0,2014
10833,Thursday,18 December 2014,4.0,Moscone West,Poster Hall,0.0,Geodesy,Advances in InSAR Data Processing for Earth System Applications,Poster,0.0,1.0,2014
10834,Thursday,18 December 2014,4.0,Moscone South,Poster Hall,0.0,Nonlinear Geophysics,"Scale and Scaling in the Atmosphere, Ocean, Hydrosphere, Natural Hazards, and Climate",Poster,0.0,1.0,2014
10835,Friday,19 December 2014,6.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Madden-Julian Oscillation,Poster,0.0,1.0,2014
10836,Monday,15 December 2014,3.0,Moscone West,2008,0.0,Planetary Sciences,"The Science of Exploration As Enabled By the Moon, Near-Earth Asteroids, and the Moons of Mars",Oral,0.0,1.0,2014
10838,Wednesday,17 December 2014,8.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Reconstructing Habitable Environments on Ancient Mars,Poster,0.0,1.0,2014
10839,Friday,19 December 2014,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Regional Climate Modeling,Poster,0.0,1.0,2014
10840,Wednesday,17 December 2014,1.0,Moscone South,302,0.0,Near Surface Geophysics,Advances in Exploration Geophysics,Poster,0.0,1.0,2014
10841,Thursday,18 December 2014,4.0,Moscone South,Poster Hall,0.0,Near Surface Geophysics,Advances in Exploration Geophysics,Poster,0.0,1.0,2014
10842,Tuesday,16 December 2014,3.0,Moscone South,Poster Hall,0.0,Mineral and Rock Physics,"Deformation, Constitutive Response, and Failure of Sedimentary Rocks",Poster,0.0,1.0,2014
10843,Monday,15 December 2014,6.0,Moscone West,2005,0.0,Earth and Planetary Surface Processes,The Imprint of Past Climate Change on Landscapes,Oral,0.0,1.0,2014
10844,Monday,15 December 2014,4.0,Marriott Marquis,Salon 7,0.0,Natural Hazards,"Remote Sensing and New Technologies in Monitoring, Modeling, and Early Warning of Natural Hazards",Oral,0.0,1.0,2014
10845,Monday,15 December 2014,1.0,Moscone South,Poster Hall,0.0,Seismology,Fault Mechanics at the Brittle-Ductile Transition of Subduction Zones,Poster,0.0,1.0,2014
10848,Friday,19 December 2014,2.0,Moscone South,302,0.0,Education,Reaching the Public with Video—Does It Work?,Oral,0.0,1.0,2014
10849,Monday,15 December 2014,5.0,Moscone West,2006,0.0,Biogeosciences,"Molecular, Genomic, and Isotopic Approaches to Resolving Biotic and Abiotic Pathways of Nitrous Oxide Production in Terrestrial and Marine Ecosystems",Oral,0.0,1.0,2014
10850,Wednesday,17 December 2014,5.0,Moscone West,3008,0.0,Atmospheric Sciences,"Extratropical and High-Latitude Storms, Teleconnections, and the Changing Polar Climate",Poster,0.0,1.0,2014
10851,Tuesday,16 December 2014,3.0,Moscone West,2016,0.0,SPA-Aeronomy,Thermospheric Composition Variability and Its Coupling to the Ionosphere,Oral,0.0,1.0,2014
10853,Friday,19 December 2014,7.0,Moscone West,3012,0.0,Atmospheric Sciences,"Satellite Observations from Passive Microwave and Infrared Instruments (Calibration, Intercalibration, and Bias Correction)",Oral,0.0,1.0,2014
10854,Friday,19 December 2014,1.0,Moscone West,2004,0.0,Biogeosciences,Global Forest Dynamics and Interactions with a Changing Climate,Oral,0.0,1.0,2014
10855,Thursday,18 December 2014,5.0,Moscone South,309,0.0,Natural Hazards,"Advances in Analysis and Prediction of Rock Falls, Rock Slides, and Rock Avalanches",Oral,0.0,1.0,2014
10856,Tuesday,16 December 2014,12.0,Moscone West,2012,0.0,SPA-Solar and Heliospheric Physics,"Theory, Modeling, and Observations of Heliospheric Boundaries and Particle Acceleration Including Preparation for IMAP",Oral,0.0,1.0,2014
10857,Wednesday,17 December 2014,3.0,Moscone South,310,0.0,"Volcanology, Geochemistry and Petrology",Arcs from the Inside Out,Oral,0.0,1.0,2014
10858,Friday,19 December 2014,1.0,Moscone South,301,210.0,Mineral and Rock Physics,Rheology of Earth's Mantle Small-Scale Observations,Oral,0.0,1.0,2014
10859,Tuesday,16 December 2014,2.0,Moscone West,Poster Hall,0.0,Hydrology,Precipitation Partitioning by Vegetation,Poster,0.0,1.0,2014
10860,Tuesday,16 December 2014,3.0,Moscone South,Poster Hall,0.0,Seismology,Decade of Megatsunamis,Poster,0.0,1.0,2014
10861,Thursday,18 December 2014,6.0,Moscone South,Poster Hall,0.0,Seismology,Imaging the Earth IX Imaging Seismic Anisotropy and Attenuation + Theoretical Developments,Poster,0.0,1.0,2014
10862,Monday,15 December 2014,8.0,Moscone West,2003,0.0,Biogeosciences,Observing and Predicting Impacts from Ecological and Climatological Disturbances,Poster,0.0,1.0,2014
10863,Wednesday,17 December 2014,7.0,Moscone West,Poster Hall,0.0,Biogeosciences,Vulnerability of Permafrost Carbon to Climate Change,Poster,0.0,1.0,2014
10864,Friday,19 December 2014,2.0,Moscone West,Poster Hall,0.0,Ocean Sciences,From QuikSCAT to RapidSCAT,Poster,0.0,1.0,2014
10865,Tuesday,16 December 2014,4.0,Moscone West,Poster Hall,0.0,Hydrology,New Developments in Tracer Applications in Catchment Hydrology,Poster,0.0,1.0,2014
10866,Thursday,18 December 2014,1.0,Moscone South,Poster Hall,0.0,Tectonophysics,Earth Instabilities Across the Scales,Poster,0.0,1.0,2014
10867,Tuesday,16 December 2014,3.0,Marriott Marquis,D,0.0,Tectonophysics,Shallow Properties of Fault Zones,Oral,0.0,1.0,2014
10868,Friday,19 December 2014,2.0,Moscone West,2006,0.0,Biogeosciences,Terrestrial Hydrological and Biogeochemical Cycles of Managed and Restored Ecosystems,Oral,0.0,1.0,2014
10871,Tuesday,16 December 2014,1.0,Marriott Marquis,Salon 7,0.0,Seismology,Foreshocks and Their Predictive Value,Oral,0.0,1.0,2014
10872,Thursday,18 December 2014,4.0,Moscone South,302,0.0,Near Surface Geophysics,Use of Distributed Fiber Optic Sensing in the Study of Geophysical Processes,Poster,0.0,1.0,2014
10874,Wednesday,17 December 2014,5.0,Moscone West,Not an Option,0.0,Global Environmental Change,"Environmental, Socioeconomic, and Climatic Changes in Northern Eurasia and Their Feedbacks to the Global Earth System",Poster,0.0,1.0,2014
10875,Thursday,18 December 2014,4.0,Moscone South,Poster Hall,0.0,Near Surface Geophysics,Geophysical Methods for Groundwater Evaluation and Management,Poster,0.0,1.0,2014
10876,Thursday,18 December 2014,6.0,Moscone West,Poster Hall,0.0,Hydrology,Streamflow Prediction from the Catchment to the Continental Scale,Poster,0.0,1.0,2014
10878,Thursday,18 December 2014,2.0,Moscone South,Poster Hall,0.0,Near Surface Geophysics,Geophysical Methods for Groundwater Evaluation and Management,Poster,0.0,1.0,2014
10879,Thursday,18 December 2014,5.0,Moscone West,2012,0.0,SPA-Magnetospheric Physics,Effects of Suprathermal Electrons in Space Plasmas,Oral,0.0,1.0,2014
10881,Friday,19 December 2014,3.0,Moscone South,306,0.0,Tectonophysics,Constructing Crust from the Backarc to the Forearc in the Izu-Bonin-Mariana (IBM) and Other Arc Systems,Oral,0.0,1.0,2014
10882,Tuesday,16 December 2014,2.0,Marriott Marquis,Salon 7,0.0,Natural Hazards,Recent Advances in Research on Geological and Environmental Impacts of Tsunamis,Oral,0.0,1.0,2014
10884,Monday,15 December 2014,5.0,Moscone South,Poster Hall,0.0,Education,Climate Literacy,Poster,0.0,1.0,2014
10887,Friday,19 December 2014,3.0,Moscone West,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Mass and Energy Transfer Between the Solar Photosphere and Corona,Poster,0.0,1.0,2014
10889,Wednesday,17 December 2014,4.0,Moscone West,2003,0.0,Biogeosciences,"Biogeochemistry of Arctic Atmosphere, Terrestrial, Freshwater, and Coastal Systems",Oral,0.0,1.0,2014
10890,Monday,15 December 2014,1.0,Moscone West,2018,0.0,SPA-Magnetospheric Physics,Cross-Energy Interactions in the Inner Magnetosphere,Oral,0.0,1.0,2014
10891,Monday,15 December 2014,3.0,Moscone West,2002,0.0,Biogeosciences,Soil Organic Matter Dynamics,Oral,0.0,1.0,2014
10892,Friday,19 December 2014,1.0,Moscone South,302,0.0,Education,Reaching the Public with Video—Does It Work?,Poster,0.0,1.0,2014
10894,Monday,15 December 2014,11.0,Moscone West,2018,0.0,SPA-Magnetospheric Physics,"The Impact of BBFs/Bubbles on the Plasmasheet, Ring Current, and Radiation Belts",Poster,0.0,1.0,2014
10895,Friday,19 December 2014,6.0,Moscone West,3018,0.0,Seismology,Induced and Triggered Earthquakes,Oral,0.0,1.0,2014
10896,Monday,15 December 2014,1.0,Moscone West,2003,0.0,Biogeosciences,Developing the Next Generation of Sensors and Instruments for Application in the Biogeosciences,Oral,0.0,1.0,2014
10898,Friday,19 December 2014,4.0,Moscone South,305,0.0,Seismology,Bayesian Methods in Solid Earth Geophysics,Poster,0.0,1.0,2014
10899,Wednesday,17 December 2014,3.0,Moscone West,3005,0.0,Global Environmental Change,Regional Decadal Prediction and Challenges in Early Warning Systems for Climate Change,Oral,0.0,1.0,2014
10900,Monday,15 December 2014,4.0,Moscone West,2018,0.0,SPA-Magnetospheric Physics,"The Impact of BBFs/Bubbles on the Plasmasheet, Ring Current, and Radiation Belts",Oral,0.0,1.0,2014
10901,Wednesday,17 December 2014,11.0,Moscone West,2020,0.0,Earth and Space Science Informatics,Semantic Web and Provenance,Oral,0.0,1.0,2014
10902,Tuesday,16 December 2014,1.0,Moscone West,3012,0.0,Atmospheric Sciences,Characterizing Global Aerosol Through Multi-sensor and Model Synergy,Oral,0.0,1.0,2014
10904,Wednesday,17 December 2014,9.0,Moscone West,3007,0.0,Cryosphere,"Understanding Ice Loss in Coupled Glacier-Ocean Systems through Observations, Modeling, and Theory",Oral,0.0,1.0,2014
10905,Monday,15 December 2014,1.0,Moscone West,3005,0.0,Cryosphere,Global Climate Change and Cryospheric Systems,Oral,0.0,1.0,2014
10906,Tuesday,16 December 2014,2.0,Marriott Marquis,Golden Gate A1,0.0,Geomagnetism and Paleomagnetism,Frontiers in Electromagnetic Methods,Oral,0.0,1.0,2014
10907,Monday,15 December 2014,3.0,Moscone West,2009,0.0,Paleoceanography and Paleoclimatology,Past Ocean's Mode and Intermediate Water Variability,Oral,0.0,1.0,2014
10908,Monday,15 December 2014,5.0,Moscone West,3001,0.0,Global Environmental Change,Intraseasonal-to-Decadal Prediction and Predictability Associated with Terrestrial Surface Processes and Drought,Oral,0.0,1.0,2014
10909,Monday,15 December 2014,3.0,Moscone West,Not an Option,0.0,Paleoceanography and Paleoclimatology,To Hose or Not to Hose,Poster,0.0,1.0,2014
10910,Monday,15 December 2014,6.0,Moscone West,3022,0.0,Hydrology,"Hydrologic, Water Quality, and Ecological Responses to Climatic Variability and Change at the Watershed Scale",Oral,0.0,1.0,2014
10912,Thursday,18 December 2014,1.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Frontiers in Uncertainty Quantification for Geophysical Modeling,Poster,0.0,1.0,2014
10913,Monday,15 December 2014,10.0,Moscone West,2002,0.0,Biogeosciences,Soil Organic Matter Dynamics,Oral,0.0,1.0,2014
10914,Thursday,18 December 2014,3.0,Moscone South,304,0.0,Tectonophysics,Illuminating the Factors That Determine Subduction Megathrust Fault Slip Style,Oral,0.0,1.0,2014
10916,Monday,15 December 2014,5.0,Moscone West,Poster Hall,0.0,Hydrology,Salinization of Freshwater and Terrestrial Environments,Poster,0.0,1.0,2014
10918,Friday,19 December 2014,2.0,Moscone South,104,0.0,Union,The Carbon Cycle on Annual to Millennial Timescales,Oral,0.0,1.0,2014
10919,Tuesday,16 December 2014,1.0,Marriott Marquis,3,0.0,"Volcanology, Geochemistry and Petrology",The Geochemical Diversity of the Mantle Inferred from Hotspots,Oral,0.0,1.0,2014
10920,Thursday,18 December 2014,1.0,Moscone South,301,0.0,Study of Earth's Deep Interior,Dynamic Evolution of the Lithosphere-Asthenosphere Boundary System in Diverse Geological Settings,Oral,0.0,1.0,2014
10922,Monday,15 December 2014,2.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,Advances in Ionospheric Forecasting,Poster,0.0,1.0,2014
10923,Monday,15 December 2014,6.0,Moscone South,Poster Hall,0.0,Geomagnetism and Paleomagnetism,Environmental Magnetism and the Fundamentals of Sediment Magnetism,Poster,0.0,1.0,2014
10924,Tuesday,16 December 2014,1.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,Coupling of Ionospheric Processes and Conjugate Phenomena,Poster,0.0,1.0,2014
10925,Tuesday,16 December 2014,4.0,Moscone West,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Tarn to Terminus,Poster,0.0,1.0,2014
10927,Thursday,18 December 2014,1.0,Moscone South,Poster Hall,0.0,Public Affairs,Working with Diverse Partners to Communicate Climate Science and the Effects Associated with Climate Change,Poster,0.0,1.0,2014
10928,Thursday,18 December 2014,1.0,Moscone West,2018,0.0,SPA-Magnetospheric Physics,Magnetic Reconnection and Its Universal Consequences in Magnetospheric and Solar Plasmas,Oral,0.0,1.0,2014
10929,Wednesday,17 December 2014,4.0,Moscone South,Poster Hall,0.0,Tectonophysics,Ductile Deformation in the Lithosphere,Poster,0.0,1.0,2014
10930,Monday,15 December 2014,6.0,Moscone West,3004,0.0,Atmospheric Sciences,Advances in Spectral and Polarimetric Remote Sensing and Retrieval Techniques for the Characterization of the Atmosphere,Oral,0.0,1.0,2014
10932,Wednesday,17 December 2014,2.0,Moscone West,2005,0.0,Hydrology,Methods and Theories for Anomalous Transport at Multiple Scales,Poster,0.0,1.0,2014
10933,Thursday,18 December 2014,3.0,Moscone South,305,0.0,Seismology,Ambient Seismic Investigations,Oral,0.0,1.0,2014
10934,Thursday,18 December 2014,6.0,Moscone West,Poster Hall,0.0,Cryosphere,Snow Hydrology,Poster,0.0,1.0,2014
10935,Friday,19 December 2014,2.0,Moscone South,308,0.0,"Volcanology, Geochemistry and Petrology","Melt, Volatiles, and the Oxidation State of Iron in Planetary Mantles",Oral,0.0,1.0,2014
10937,Friday,19 December 2014,1.0,Moscone West,3001,0.0,Atmospheric Sciences,The Role of Water on Atmospheric Chemical Processes,Oral,0.0,1.0,2014
10938,Thursday,18 December 2014,1.0,Moscone West,Poster Hall,0.0,Global Environmental Change,Extreme Events and Climate Change,Poster,0.0,1.0,2014
10939,Thursday,18 December 2014,4.0,Moscone West,2018,0.0,SPA-Magnetospheric Physics,Magnetic Reconnection and Its Universal Consequences in Magnetospheric and Solar Plasmas,Oral,0.0,1.0,2014
10940,Thursday,18 December 2014,9.0,Moscone South,302,0.0,Near Surface Geophysics,Use of Distributed Fiber Optic Sensing in the Study of Geophysical Processes,Oral,0.0,1.0,2014
10945,Tuesday,16 December 2014,1.0,Moscone West,2012,0.0,SPA-Solar and Heliospheric Physics,"Theory, Modeling, and Observations of Heliospheric Boundaries and Particle Acceleration Including Preparation for IMAP",Oral,0.0,1.0,2014
10946,Tuesday,16 December 2014,5.0,Moscone West,3006,0.0,Atmospheric Sciences,Atmospheric Ice Nuclei and Ice Cloud Formation,Oral,0.0,1.0,2014
10947,Monday,15 December 2014,11.0,Moscone West,2018,0.0,SPA-Magnetospheric Physics,Impact of the Substorm Concept on Space Plasma Research,Oral,0.0,1.0,2014
10948,Tuesday,16 December 2014,8.0,Moscone West,2018,0.0,SPA-Magnetospheric Physics,Multipoint Observations in the Inner Magnetosphere,Oral,0.0,1.0,2014
10950,Friday,19 December 2014,4.0,Moscone West,Poster Hall,0.0,Biogeosciences,Terrestrial Hydrological and Biogeochemical Cycles of Managed and Restored Ecosystems,Poster,0.0,1.0,2014
10952,Wednesday,17 December 2014,3.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,Particle Tracing in Geomorphology,Poster,0.0,1.0,2014
10953,Monday,15 December 2014,16.0,Moscone West,Poster Hall,0.0,Biogeosciences,Understanding Present and Future Amazonian Rainforests,Poster,0.0,1.0,2014
10955,Friday,19 December 2014,2.0,Moscone West,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Observations and Dynamics of Deglaciations,Poster,0.0,1.0,2014
10958,Monday,15 December 2014,6.0,Moscone South,Poster Hall,0.0,Tectonophysics,Behavior of the Lower Crust and the Brittle-Ductile Transition in Continental Deformation,Poster,0.0,1.0,2014
10959,Tuesday,16 December 2014,1.0,Moscone West,3011,0.0,Atmospheric Sciences,Dynamics and Predictability of Midlatitude Circulation,Oral,0.0,1.0,2014
10960,Friday,19 December 2014,2.0,Moscone South,305,0.0,Seismology,Bayesian Methods in Solid Earth Geophysics,Poster,0.0,1.0,2014
10962,Tuesday,16 December 2014,4.0,Moscone West,2016,0.0,SPA-Aeronomy,Thermospheric Composition Variability and Its Coupling to the Ionosphere,Oral,0.0,1.0,2014
10963,Wednesday,17 December 2014,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Assessing Aerosol Vertical Distribution Impacts on Air Quality and Radiative Forcing,Poster,0.0,1.0,2014
10966,Thursday,18 December 2014,5.0,Moscone West,2012,0.0,SPA-Magnetospheric Physics,Effects of Suprathermal Electrons in Space Plasmas,Oral,0.0,1.0,2014
10970,Thursday,18 December 2014,8.0,Moscone West,Poster Hall,0.0,Biogeosciences,Iron Cycling in Terrestrial Ecosystems and Extreme Environments,Poster,0.0,1.0,2014
10974,Wednesday,17 December 2014,11.0,Moscone West,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Limnogeology and Paleolimnology,Poster,0.0,1.0,2014
10976,Tuesday,16 December 2014,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Processes Controlling Upper Troposphere / Lower Stratosphere Composition and Structure,Poster,0.0,1.0,2014
10977,Wednesday,17 December 2014,2.0,Moscone West,3024,0.0,Atmospheric and Space Electricity,Thunderstorm Effects in the Near-Earth Space Environment,Oral,0.0,1.0,2014
10978,Monday,15 December 2014,3.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Plasma Sheet Instabilities and Magnetotail Origins of Auroral Structures,Poster,0.0,1.0,2014
10979,Tuesday,16 December 2014,1.0,Moscone West,3002,0.0,Ocean Sciences,Trace Metals and Isotopes in the Eastern Tropical South Pacific,Poster,0.0,1.0,2014
10980,Thursday,18 December 2014,4.0,Moscone South,301,0.0,Mineral and Rock Physics,Physical Properties of Earth Materials (PPEM),Oral,0.0,1.0,2014
10981,Monday,15 December 2014,6.0,Moscone West,3011,0.0,Hydrology,"Uncertainty and Sensitivity in Models and Observations and Their Impacts on Decision Making Related to Geological, Hydrological, and Environmental Applications",Oral,0.0,1.0,2014
10982,Thursday,18 December 2014,6.0,Moscone West,3004,0.0,Hydrology,Advancing Hydrologic Predictions in Snow- and Glacier-Fed River Systems,Oral,0.0,1.0,2014
10983,Thursday,18 December 2014,1.0,Moscone South,303,0.0,Seismology,Geophysics for National Security Needs,Oral,0.0,1.0,2014
10984,Monday,15 December 2014,5.0,Moscone West,3003,0.0,Global Environmental Change,Natural- and Human-Induced Changes and the Role of Groundwater in Terrestrial Water CycleÂ,Oral,0.0,1.0,2014
10985,Wednesday,17 December 2014,2.0,Moscone West,2020,0.0,Earth and Space Science Informatics,Semantic Web and Provenance,Oral,0.0,1.0,2014
10987,Monday,15 December 2014,4.0,Moscone South,Poster Hall,0.0,Seismology,Influence of Smaller-Scale Processes on Larger-Scale Fault Zone Behavior and Evolution,Poster,0.0,1.0,2014
10988,Thursday,18 December 2014,2.0,Moscone West,3004,0.0,Hydrology,Advancing Hydrologic Predictions in Snow- and Glacier-Fed River Systems,Oral,0.0,1.0,2014
10989,Tuesday,16 December 2014,7.0,Moscone South,Poster Hall,0.0,Natural Hazards,Natural Hazards General Contributions,Poster,0.0,1.0,2014
10990,Friday,19 December 2014,2.0,Moscone West,3004,0.0,Natural Hazards,The Oso Disaster and Other New Perspectives on High-Mobility Landslides and Debris Flows,Oral,0.0,1.0,2014
10992,Tuesday,16 December 2014,5.0,Moscone West,Poster Hall,0.0,Biogeosciences,Environmental and Ecological Change in the Neoproterozoic-Paleozoic Transition,Poster,0.0,1.0,2014
10993,Friday,19 December 2014,6.0,Moscone West,2016,0.0,SPA-Solar and Heliospheric Physics,Mass and Energy Transfer Between the Solar Photosphere and Corona,Oral,0.0,1.0,2014
10994,Tuesday,16 December 2014,1.0,Marriott Marquis,D,0.0,Tectonophysics,Shallow Properties of Fault Zones,Oral,0.0,1.0,2014
10995,Monday,15 December 2014,1.0,Moscone West,2005,0.0,Earth and Planetary Surface Processes,The Imprint of Past Climate Change on Landscapes,Oral,0.0,1.0,2014
10996,Monday,15 December 2014,1.0,Moscone West,3022,0.0,Hydrology,Large-Scale Field Experiments and Long-Term Observing Networks,Poster,0.0,1.0,2014
10997,Thursday,18 December 2014,2.0,Moscone West,Poster Hall,0.0,Cryosphere,Advances in High-Altitude Glaciohydrology,Poster,0.0,1.0,2014
11001,Wednesday,17 December 2014,3.0,Moscone South,301,0.0,Study of Earth's Deep Interior,Seeing Red,Poster,0.0,1.0,2014
11002,Thursday,18 December 2014,3.0,Moscone West,2024,0.0,Cryosphere,Modeling of the Cryosphere,Oral,0.0,1.0,2014
11003,Friday,19 December 2014,4.0,Moscone South,305,0.0,Seismology,Theory of Earth,Poster,0.0,1.0,2014
11006,Monday,15 December 2014,2.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Physical Processes at the Heliospheric Interface,Poster,0.0,1.0,2014
11007,Monday,15 December 2014,5.0,Moscone West,2008,0.0,SPA-Magnetospheric Physics,Plasma Sheet Instabilities and Magnetotail Origins of Auroral Structures,Oral,0.0,1.0,2014
11008,Tuesday,16 December 2014,20.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,Ionizing Radiation Environments throughout the Solar System,Poster,0.0,1.0,2014
11009,Monday,15 December 2014,10.0,Marriott Marquis,C2,0.0,Mineral and Rock Physics,"""Iron Workers"" United",Poster,0.0,1.0,2014
11010,Tuesday,16 December 2014,1.0,Marriott Marquis,D,0.0,Tectonophysics,"Seismicity, Tectonics, and Geofluids in South and East Asia",Oral,0.0,1.0,2014
11011,Monday,15 December 2014,1.0,Moscone West,2024,0.0,Planetary Sciences,Whipple Lecture,Poster,0.0,1.0,2014
11013,Wednesday,17 December 2014,2.0,Moscone South,Poster Hall,0.0,Atmospheric and Space Electricity,Energetic Radiation from Lightning and Thunderstorms,Poster,0.0,1.0,2014
11014,Friday,19 December 2014,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Quantifying Emissions from Urban and Other Complex Areas,Poster,0.0,1.0,2014
11015,Monday,15 December 2014,23.0,Moscone West,2018,0.0,SPA-Magnetospheric Physics,Impact of the Substorm Concept on Space Plasma Research,Poster,0.0,1.0,2014
11016,Friday,19 December 2014,1.0,Moscone West,3014,0.0,Hydrology,Theories and Methods for Nonstationary Hydrological Frequency Analysis,Oral,0.0,1.0,2014
11018,Thursday,18 December 2014,1.0,Moscone South,300,0.0,Geomagnetism and Paleomagnetism,"Paleogeography of Supercontinents, Terrane Tectonics, and Geodynamo History",Oral,0.0,1.0,2014
11019,Monday,15 December 2014,7.0,Moscone West,2006,0.0,Biogeosciences,Nitrous Oxide Emissions at Ecosystem to Global Scales,Poster,0.0,1.0,2014
11020,Wednesday,17 December 2014,1.0,Moscone West,3007,0.0,Cryosphere,Advances in High-Altitude Glaciohydrology,Oral,0.0,1.0,2014
11021,Tuesday,16 December 2014,4.0,Moscone West,3011,0.0,Ocean Sciences,Marine Microbial Genomics,Oral,0.0,1.0,2014
11022,Wednesday,17 December 2014,2.0,Moscone South,Poster Hall,1259.0,Natural Hazards,Interdisciplinary Study of Pre-earthquake Processes,Poster,0.0,1.0,2014
11023,Thursday,18 December 2014,4.0,Moscone West,2008,0.0,Paleoceanography and Paleoclimatology,Advanced Understanding of Tropical Hydroclimate Changes during the Late Pleistocene,Oral,0.0,1.0,2014
11024,Thursday,18 December 2014,4.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Cyberinfrastructure for Field Work,Poster,0.0,1.0,2014
11025,Tuesday,16 December 2014,4.0,Marriott Marquis,Golden Gate B1,0.0,Seismology,Seismic Anisotropy in the Continental Crust,Oral,0.0,1.0,2014
11026,Wednesday,17 December 2014,7.0,Moscone West,2006,0.0,Biogeosciences,Land-Use and Land-Cover Change,Oral,0.0,1.0,2014
